"","ID","P.value","Significant","Expression.profile","VEG","MEI","FRG","DEV1","DEV2.3","DEV4"
"35284","PTET.51.1.G0850169","1,16E-012","YES","Early peak","3,055562886","44,12682381","56,63821558","44,45046348","47,70253125","47,24638257"
"35285","PTET.51.1.G0850170","6,73E-011","YES","Late induction","484,719043","703,4368533","657,5921784","737,8242176","1373,569727","2033,046892"
"35286","PTET.51.1.G0850171","4,85E-005","YES","Early repression","317,9251092","181,7579824","153,2653482","128,9249489","133,7085177","142,1478975"
"35287","PTET.51.1.G0850173","9,89E-005","YES","Intermediate peak","362,5495861","513,0336465","880,2084772","796,4038559","746,0669669","1074,566577"
"35288","PTET.51.1.G0850174","1,95E-023","YES","Late repression","120,8825087","237,628666","193,1651322","175,3661935","12,27808087","20,36185938"
"35289","PTET.51.1.G0850177","3,04E-005","YES","Late induction","74,40974946","90,66153524","118,4499842","125,8919632","158,5651907","211,0651644"
"35290","PTET.51.1.G0850180","5,23E-010","YES","Late induction","109,4214457","108,729505","145,5878957","226,9845477","325,4696052","467,3977647"
"35291","PTET.51.1.G0850182","6,01E-004","YES","Late induction","6,91715433","21,86112526","15,10263801","12,56992049","25,04243823","23,17039169"
"35292","PTET.51.1.G0850183","1,63E-003","YES","Late repression","359,3110601","459,5377972","455,2548627","437,4248606","167,8584965","232,8752675"
"35293","PTET.51.1.G0850184","2,77E-006","YES","Late induction","76,69139193","111,8099384","100,153041","134,4003391","177,5685783","191,094735"
"35294","PTET.51.1.G0850185","2,96E-005","YES","Intermediate peak","46,20993429","116,9385485","171,1277908","136,4558223","153,3554779","210,899028"
"35295","PTET.51.1.G0850190","1,55E-005","YES","Early peak","121,3251364","385,1881558","302,6432245","258,5511728","175,9297854","177,1144525"
"35296","PTET.51.1.G0850191","2,67E-010","YES","Late repression","378,6013447","259,8604061","221,5306631","139,0649986","87,3495275","91,66093122"
"35297","PTET.51.1.G0850193","1,55E-006","YES","Early repression","10729,94382","4632,697924","4027,509225","4461,829203","6468,654096","7190,962024"
"35298","PTET.51.1.G0850194","8,15E-005","YES","Early repression","8867,710614","4851,478769","3719,786423","3270,743989","4576,719239","6543,148494"
"35299","PTET.51.1.G0850197","5,50E-007","YES","Late repression","2165,340804","1425,285355","1190,940041","1053,113339","882,0988039","951,0852762"
"35300","PTET.51.1.G0850201","6,33E-006","YES","Late repression","338,8642929","161,788689","248,9467611","205,1640537","154,3309987","122,4171187"
"35301","PTET.51.1.G0850203","8,50E-008","YES","Early repression","8606,411015","4887,513526","4294,846279","3976,269718","4697,975851","5807,965633"
"35302","PTET.51.1.G0850204","5,60E-019","YES","Late repression","174,0463173","277,4780607","404,4098873","406,6118181","11,43071878","22,38294533"
"35303","PTET.51.1.G0850206","0,001244113","YES","Late repression","71,9543379","61,89444285","85,15596916","62,21296267","27,30420897","15,91288538"
"35304","PTET.51.1.G0850211","9,21E-006","YES","Early repression","126,739792","60,59450525","64,3261837","46,49964286","71,62663241","119,4563204"
"35305","PTET.51.1.G0850212","5,33E-011","YES","Late induction","58,71625005","158,9345466","173,496296","190,462637","250,6680184","110,4270648"
"35306","PTET.51.1.G0860006","5,56E-007","YES","Intermediate peak","1,681771007","6,920241575","158,1043554","251,2298482","107,953119","65,96561631"
